jarak,ketinggian
-105.0444469510423,-976912454.2087739
-105.53076383507491,-990521970.9307646
-106.01708071910751,-1004257301.497905
-106.50339760314012,-1018119024.7832752
-106.98971448717272,-1032107719.659955
-107.47603137120532,-1046223965.0010248
-107.96234825523793,-1060468339.6795644
-108.44866513927053,-1074841422.5686536
-108.93498202330314,-1089343792.5413725
-109.42129890733574,-1103976028.4708014
-109.90761579136834,-1118738709.2300198
-110.39393267540093,-1133632413.6921074
-110.88024955943354,-1148657720.7301452
-111.36656644346614,-1163815209.217213
-111.85288332749874,-1179105458.02639
-112.33920021153135,-1194529046.0307567
-112.82551709556395,-1210086552.1033933
-113.31183397959656,-1225778555.1173794
-113.79815086362916,-1241605633.9457953
-114.28446774766176,-1257568367.4617205
-114.77078463169437,-1273667334.5382354
-115.25710151572697,-1289903114.04842
-115.74341839975958,-1306276284.865354
-116.22973528379218,-1322787425.862118
-116.71605216782478,-1339437115.911791
-117.20236905185739,-1356225933.8874538
-117.68868593588999,-1373154458.6621861
-118.1750028199226,-1390223269.1090682
-118.6613197039552,-1407432944.1011794
-119.1476365879878,-1424784062.5116003
-119.63395347202041,-1442277203.2134106
-120.120270356053,-1459912945.0796902
-120.6065872400856,-1477691866.9835193
-121.0929041241182,-1495614547.7979782
-121.57922100815081,-1513681566.396146
-122.06553789218341,-1531893501.6511037
-122.55185477621602,-1550250932.435931
-123.03817166024862,-1568754437.6237073
-123.52448854428123,-1587404596.0875134
-124.01080542831383,-1606201986.7004282
-124.49712231234643,-1625147188.335533
-124.98343919637904,-1644240779.865907
-125.46975608041164,-1663483340.1646302
-125.95607296444425,-1682875448.1047826
-126.44238984847685,-1702417682.5594447
-126.92870673250945,-1722110622.401696
-127.41502361654206,-1741954846.5046167
-127.90134050057466,-1761950933.7412865
-128.38765738460725,-1782099462.984785
-128.87397426863987,-1802401013.1081939
-129.36029115267246,-1822856162.984591
-129.84660803670508,-1843465491.4870589
-130.33292492073767,-1864229577.4886742
-130.8192418047703,-1885148999.86252
-131.30555868880288,-1906224337.481674
-131.7918755728355,-1927456169.2192185
-132.27819245686808,-1948845073.948231
-132.7645093409007,-1970391630.5417938
-133.2508262249333,-1992096417.8729846
-133.7371431089659,-2013960014.8148859
-134.2234599929985,-2035983000.2405746
-134.7097768770311,-2058165953.0231326
-135.1960937610637,-2080509452.0356412
-135.6824106450963,-2103014076.1511774
-136.16872752912892,-2125680404.2428243
-136.6550444131615,-2148509015.1836586
-137.14136129719412,-2171500487.8467636
-137.6276781812267,-2194655401.105216
-138.11399506525933,-2217974333.832099
-138.60031194929192,-2241457864.90049
-139.08662883332454,-2265106573.1834707
-139.57294571735713,-2288921037.55412
-140.05926260138975,-2312901836.8855186
-140.54557948542234,-2337049550.0507455
-141.03189636945496,-2361364755.9228826
-141.51821325348754,-2385848033.3750076
-142.00453013752016,-2410499961.2802024
-142.49084702155275,-2435321118.511545
-142.97716390558537,-2460312083.9421177
-143.46348078961796,-2485473436.4449983
-143.94979767365055,-2510805754.8932676
-144.43611455768317,-2536309618.1600075
-144.92243144171576,-2561985605.1182947
-145.40874832574838,-2587834294.6412115
-145.89506520978097,-2613856265.601836
-146.38138209381358,-2640052096.873252
-146.86769897784617,-2666422367.3285346
-147.3540158618788,-2692967655.8407674
-147.84033274591138,-2719688541.2830276
-148.326649629944,-2746585602.528398
-148.8129665139766,-2773659418.4499555
-149.2992833980092,-2800910567.9207845
-149.7856002820418,-2828339629.8139596
-150.27191716607442,-2855947183.002565
-150.758234050107,-2883733806.359678
-151.24455093413962,-2911700078.758381
-151.73086781817221,-2939846579.071751
-152.21718470220483,-2968173886.172872
-152.70350158623742,-2996682578.934819
-153.18981847027004,-3025373236.2306776
-153.67613535430263,-3054246436.9335227
-154.16245223833522,-3083302759.916436
-154.64876912236784,-3112542784.0525002
-155.13508600640043,-3141967088.214792
-155.62140289043305,-3171576251.2763934
-156.10771977446564,-3201370852.1103806
-156.59403665849825,-3231351469.5898404
-157.08035354253084,-3261518682.5878453
-157.56667042656346,-3291873069.9774814
-158.05298731059605,-3322415210.631824
-158.53930419462867,-3353145683.423957
-159.02562107866126,-3384065067.2269564
-159.51193796269388,-3415173940.9139066
-159.99825484672647,-3446472883.357883
-160.4845717307591,-3477962473.4319706
-160.97088861479168,-3509643290.009244
-161.4572054988243,-3541515911.9627886
-161.94352238285688,-3573580918.165679
-162.4298392668895,-3605838887.4910007
-162.9161561509221,-3638290398.8118286
-163.40247303495468,-3670936031.0012445
-163.8887899189873,-3703776362.932331
-164.3751068030199,-3736811973.478164
-164.8614236870525,-3770043441.511827
-165.3477405710851,-3803471345.906397
-165.83405745511772,-3837096265.534957
-166.3203743391503,-3870918779.2705846
-166.80669122318292,-3904939465.986361
-167.2930081072155,-3939158904.555364
-167.77932499124813,-3973577673.8506784
-168.26564187528072,-4008196352.7453785
-168.75195875931334,-4043015520.1125493
-169.23827564334593,-4078035754.8252654
-169.72459252737855,-4113257635.7566123
-170.21090941141114,-4148681741.7796655
-170.69722629544376,-4184308651.76751
-171.18354317947635,-4220138944.5932198
-171.66986006350896,-4256173199.129879
-172.15617694754155,-4292411994.250565
-172.64249383157414,-4328855908.828361
-173.12881071560676,-4365505521.736345
-173.61512759963935,-4402361411.847596
-174.10144448367197,-4439424158.035197
-174.58776136770456,-4476694339.172224
-175.07407825173718,-4514172534.131762
-175.56039513576977,-4551859321.786885
-176.04671201980238,-4589755281.010679
-176.53302890383497,-4627860990.67622
-177.0193457878676,-4666177029.65659
-177.50566267190018,-4704703976.824866
-177.9919795559328,-4743442411.054133
-178.4782964399654,-4782392911.217465
-178.964613323998,-4821556056.187948
-179.4509302080306,-4860932424.838656
-179.93724709206322,-4900522596.042675
-180.4235639760958,-4940327148.6730795
-180.90988086012842,-4980346661.602955
-181.39619774416101,-5020581713.705376
-181.88251462819363,-5061032883.853427
-182.36883151222622,-5101700750.920184
-182.8551483962588,-5142585893.778728
-183.34146528029143,-5183688891.302143
-183.82778216432402,-5225010322.363503
-184.31409904835664,-5266550765.835895
-184.80041593238923,-5308310800.59239
-185.28673281642185,-5350291005.506077
-185.77304970045444,-5392491959.45003
-186.25936658448705,-5434914241.297333
-186.74568346851964,-5477558429.921061
-187.23200035255226,-5520425104.194301
-187.71831723658485,-5563514842.990125
-188.20463412061747,-5606828225.181618
-188.69095100465006,-5650365829.641858
-189.17726788868268,-5694128235.243928
-189.66358477271527,-5738116020.860903
-190.1499016567479,-5782329765.365869
-190.63621854078048,-5826770047.6319
-191.1225354248131,-5871437446.532081
-191.60885230884568,-5916332540.9394865
-192.09516919287827,-5961455909.727201
-192.5814860769109,-6006808131.768307
-193.06780296094348,-6052389785.935875
-193.5541198449761,-6098201451.102996
-194.0404367290087,-6144243706.142741
-194.5267536130413,-6190517129.928198
-195.0130704970739,-6237022301.3324375
-195.49938738110652,-6283759799.228548
-195.9857042651391,-6330730202.489605
-196.47202114917172,-6377934089.98869
-196.9583380332043,-6425372040.598882
-197.44465491723693,-6473044633.193264
-197.93097180126952,-6520952446.64491
-198.41728868530214,-6569096059.826906
-198.90360556933473,-6617476051.61233
-199.38992245336735,-6666093000.874262
-199.87623933739994,-6714947486.485779
-200.36255622143256,-6764040087.319966
-200.84887310546515,-6813371382.249899
-201.33518998949774,-6862941950.148658
-201.82150687353035,-6912752369.889328
-202.30782375756294,-6962803220.344983
-202.79414064159556,-7013095080.388706
-203.28045752562815,-7063628528.893579
-203.76677440966077,-7114404144.732678
-204.25309129369336,-7165422506.779082
-204.73940817772598,-7216684193.905878
-205.22572506175857,-7268189784.986137
-205.71204194579119,-7319939858.892947
-206.19835882982377,-7371934994.499382
-206.6846757138564,-7424175770.678526
-207.17099259788898,-7476662766.303457
-207.6573094819216,-7529396560.247255
-208.1436263659542,-7582377731.383001
-208.6299432499868,-7635606858.5837755
-209.1162601340194,-7689084520.722653
-209.60257701805202,-7742811296.672724
-210.0888939020846,-7796787765.307056
-210.57521078611722,-7851014505.498741
-211.06152767014981,-7905492096.12085
-211.5478445541824,-7960221116.046464
-212.03416143821502,-8015202144.148673
-212.5204783222476,-8070435759.300541
-213.00679520628023,-8125922540.375163
-213.49311209031282,-8181663066.245607
-213.97942897434544,-8237657915.784962
-214.46574585837803,-8293907667.8663025
-214.95206274241065,-8350412901.362711
-215.43837962644324,-8407174195.147266
-215.92469651047585,-8464192128.093049
-216.41101339450844,-8521467279.073136
-216.89733027854106,-8579000226.960617
-217.38364716257365,-8636791550.628557
-217.86996404660627,-8694841828.95005
-218.35628093063886,-8753151640.798168
-218.84259781467148,-8811721565.045994
-219.32891469870407,-8870552180.566607
-219.8152315827367,-8929644066.233088
-220.30154846676928,-8988997800.918514
-220.78786535080187,-9048613963.495966
-221.27418223483448,-9108493132.838528
-221.76049911886707,-9168635887.819275
-222.2468160028997,-9229042807.31129
-222.73313288693228,-9289714470.187653
-223.2194497709649,-9350651455.321444
-223.7057666549975,-9411854341.585737
-224.1920835390301,-9473323707.853622
-224.6784004230627,-9535060132.99817
-225.16471730709532,-9597064195.89247
-225.6510341911279,-9659336475.409592
-226.13735107516052,-9721877550.422626
-226.6236679591931,-9784687999.804644
-227.10998484322573,-9847768402.42873
-227.59630172725832,-9911119337.167961
-228.08261861129094,-9974741382.895422
-228.56893549532353,-10038635118.484184
-229.05525237935615,-10102801122.80734
-229.54156926338874,-10167239974.737959
-230.02788614742133,-10231952253.149124
-230.51420303145395,-10296938536.913918
-231.00051991548654,-10362199404.905416
-231.48683679951915,-10427735435.996706
-231.97315368355174,-10493547209.060858
-232.45947056758436,-10559635302.970959
-232.94578745161695,-10626000296.600086
-233.43210433564957,-10692642768.821321
-233.91842121968216,-10759563298.507744
-234.40473810371478,-10826762464.532433
-234.89105498774737,-10894240845.768467
-235.37737187177999,-10961999021.088928
-235.86368875581257,-11030037569.366894
-236.3500056398452,-11098357069.475454
-236.83632252387778,-11166958100.287672
-237.3226394079104,-11235841240.676641
-237.808956291943,-11305007069.515436
-238.2952731759756,-11374456165.67714
-238.7815900600082,-11444189108.034826
-239.26790694404082,-11514206475.461584
-239.7542238280734,-11584508846.830482
-240.240540712106,-11655096801.01461
-240.72685759613861,-11725970916.887047
-241.2131744801712,-11797131773.32087
-241.69949136420382,-11868579949.189157
-242.1858082482364,-11940316023.36499
-242.67212513226903,-12012340574.721455
-243.15844201630162,-12084654182.131618
-243.64475890033424,-12157257424.468578
-244.13107578436683,-12230150880.605396
-244.61739266839945,-12303335129.415165
-245.10370955243204,-12376810749.770958
-245.59002643646465,-12450578320.54586
-246.07634332049724,-12524638420.612947
-246.56266020452986,-12598991628.845303
-247.04897708856245,-12673638524.116001
-247.53529397259507,-12748579685.29813
-248.02161085662766,-12823815691.26476
-248.50792774066028,-12899347120.88898
-248.99424462469287,-12975174553.043867
-249.48056150872546,-13051298566.602497
-249.96687839275808,-13127719740.437958
-250.45319527679067,-13204438653.42332
-250.93951216082328,-13281455884.431675
-251.42582904485587,-13358772012.33609
-251.9121459288885,-13436387616.009657
-252.39846281292108,-13514303274.325445
-252.8847796969537,-13592519566.156544
-253.3710965809863,-13671037070.376026
-253.8574134650189,-13749856365.856977
-254.3437303490515,-13828978031.47247
-254.83004723308412,-13908402646.095596
-255.3163641171167,-13988130788.599422
-255.80268100114932,-14068163037.857037
-256.2889978851819,-14148499972.74152
-256.7753147692145,-14229142172.125946
-257.26163165324715,-14310090214.883404
-257.74794853727974,-14391344679.88696
-258.23426542131233,-14472906146.009706
-258.7205823053449,-14554775192.124716
-259.2068991893775,-14636952397.10507
-259.69321607341016,-14719438339.823864
-260.17953295744275,-14802233599.154152
-260.66584984147534,-14885338753.969027
-261.1521667255079,-14968754383.141565
-261.6384836095406,-15052481065.544863
-262.12480049357316,-15136519380.05198
-262.61111737760575,-15220869905.535994
-263.09743426163834,-15305533220.87
-263.583751145671,-15390509904.927082
-264.0700680297036,-15475800536.5803
-264.55638491373617,-15561405694.702742
-265.04270179776876,-15647325958.167492
-265.5290186818014,-15733561905.847637
-266.015335565834,-15820114116.61624
-266.5016524498666,-15906983169.346386
-266.9879693338992,-15994169642.91116
-267.4742862179318,-16081674116.183651
-267.9606031019644,-16169497168.036913
-268.446919985997,-16257639377.344048
-268.9332368700296,-16346101322.978123
-269.4195537540622,-16434883583.81223
-269.9058706380948,-16523986738.719446
-270.3921875221274,-16613411366.572838
-270.87850440616,-16703158046.245504
-271.3648212901926,-16793227356.610512
-271.85113817422524,-16883619876.54095
-272.33745505825783,-16974336184.909893
-272.8237719422904,-17065376860.590418
-273.310088826323,-17156742482.455605
-273.79640571035566,-17248433629.37855
-274.28272259438825,-17340450880.232315
-274.76903947842084,-17432794813.889984
-275.2553563624534,-17525466009.224636
-275.7416732464861,-17618465045.109367
-276.22799013051866,-17711792500.417233
-276.71430701455125,-17805448954.021324
-277.20062389858384,-17899434984.79472
-277.6869407826165,-17993751171.61051
-278.1732576666491,-18088398093.341763
-278.65957455068167,-18183376328.861553
-279.14589143471426,-18278686457.042976
-279.63220831874685,-18374329056.759098
-280.1185252027795,-18470304706.883022
-280.6048420868121,-18566613986.2878
-281.0911589708447,-18663257473.846523
-281.57747585487726,-18760235748.43227
-282.0637927389099,-18857549388.918137
-282.5501096229425,-18955198974.177174
-283.0364265069751,-19053185083.082478
-283.5227433910077,-19151508294.50713
-284.0090602750403,-19250169187.324215
-284.4953771590729,-19349168340.406803
-284.9816940431055,-19448506332.627968
-285.4680109271381,-19548183742.860798
-285.95432781117074,-19648201149.97839
-286.44064469520333,-19748559132.853794
-286.9269615792359,-19849258270.3601
-287.4132784632685,-19950299141.3704
-287.8995953473011,-20051682324.757755
-288.38591223133375,-20153408399.395275
-288.87222911536634,-20255477944.15601
-289.3585459993989,-20357891537.91304
-289.8448628834315,-20460649759.539467
-290.33117976746416,-20563753187.908367
-290.81749665149675,-20667202401.8928
-291.30381353552934,-20770997980.365856
-291.79013041956193,-20875140502.20062
-292.2764473035946,-20979630546.270184
-292.76276418762717,-21084468691.4476
-293.24908107165976,-21189655516.60596
-293.73539795569235,-21295191600.618347
-294.221714839725,-21401077522.35785
-294.7080317237576,-21507313860.697525
-295.1943486077902,-21613901194.510464
-295.68066549182277,-21720840102.66975
-296.1669823758554,-21828131164.048477
-296.653299259888,-21935774957.519695
-297.1396161439206,-22043772061.9565
-297.6259330279532,-22152123056.231964
-298.11224991198577,-22260828519.21918
-298.5985667960184,-22369889029.791233
-299.084883680051,-22479305166.821175
-299.5712005640836,-22589077509.182106
-300.0575174481162,-22699206635.747097
-300.54383433214883,-22809693125.38925
-301.0301512161814,-22920537556.981617
-301.516468100214,-23031740509.397285
-302.0027849842466,-23143302561.509342
-302.48910186827925,-23255224292.190876
-302.97541875231184,-23367506280.314938
-303.46173563634443,-23480149104.75463
-303.948052520377,-23593153344.383026
-304.43436940440967,-23706519578.07322
-304.92068628844225,-23820248384.69827
-305.40700317247484,-23934340343.131256
-305.89332005650743,-24048796032.245274
-306.3796369405401,-24163616030.913406
-306.86595382457267,-24278800918.008713
-307.35227070860526,-24394351272.404285
-307.83858759263785,-24510267672.9732
-308.32490447667044,-24626550698.588543
-308.8112213607031,-24743200928.1234
-309.2975382447357,-24860218940.450832
-309.78385512876827,-24977605314.44393
-310.27017201280086,-25095360628.97577
-310.7564888968335,-25213485462.91945
-311.2428057808661,-25331980395.148026
-311.7291226648987,-25450846004.534576
-312.2154395489313,-25570082869.952198
-312.7017564329639,-25689691570.27398
-313.1880733169965,-25809672684.37297
-313.6743902010291,-25930026791.122265
-314.1607070850617,-26050754469.39495
-314.64702396909433,-26171856298.064106
-315.1333408531269,-26293332856.002796
-315.6196577371595,-26415184722.084114
-316.1059746211921,-26537412475.18113
-316.5922915052247,-26660016694.16694
-317.07860838925734,-26782997957.914623
-317.56492527328993,-26906356845.297237
-318.0512421573225,-27030093935.187874
-318.5375590413551,-27154209806.459618
-319.02387592538776,-27278705037.985565
-319.51019280942035,-27403580208.638756
-319.99650969345294,-27528835897.292294
-320.4828265774855,-27654472682.819256
-320.9691434615182,-27780491144.09274
-321.45546034555076,-27906891859.98579
-321.94177722958335,-28033675409.371506
-322.42809411361594,-28160842371.12297
-322.9144109976486,-28288393324.11327
-323.4007278816812,-28416328847.21546
-323.88704476571377,-28544649519.30264
-324.37336164974636,-28673355919.247875
-324.859678533779,-28802448625.92428
-325.3459954178116,-28931928218.204887
-325.8323123018442,-29061795274.962803
-326.3186291858768,-29192050375.0711
-326.80494606990936,-29322694097.402866
-327.291262953942,-29453727020.831192
-327.7775798379746,-29585149724.22912
-328.2638967220072,-29716962786.46976
-328.7502136060398,-29849166786.42618
-329.2365304900724,-29981762302.971478
-329.722847374105,-30114749914.97871
-330.2091642581376,-30248130201.32097
-330.6954811421702,-30381903740.871326
-331.18179802620284,-30516071112.502888
-331.66811491023543,-30650632895.088696
-332.154431794268,-30785589667.50185
-332.6407486783006,-30920942008.615425
-333.12706556233326,-31056690497.30252
-333.61338244636585,-31192835712.43619
-334.09969933039844,-31329378232.88952
-334.586016214431,-31466318637.535595
-335.0723330984637,-31603657505.24751
-335.55864998249626,-31741395414.89831
-336.04496686652885,-31879532945.361103
-336.53128375056144,-32018070675.50896
-337.01760063459403,-32157009184.21495
-337.5039175186267,-32296349050.352192
-337.99023440265927,-32436090852.793724
-338.47655128669186,-32576235170.412624
-338.96286817072445,-32716782582.082005
-339.4491850547571,-32857733666.674942
-339.9355019387897,-32999089003.064484
-340.4218188228223,-33140849170.12373
-340.90813570685486,-33283014746.72576
-341.3944525908875,-33425586311.743675
-341.8807694749201,-33568564444.050514
-342.3670863589527,-33711949722.51938
-342.8534032429853,-33855742726.023342
-343.3397201270179,-33999944033.435513
-343.8260370110505,-34144554223.62893
-344.3123538950831,-34289573875.476692
-344.7986707791157,-34435003567.85188
-345.2849876631483,-34580843879.62756
-345.77130454718093,-34727095389.67685
-346.2576214312135,-34873758676.872795
-346.7439383152461,-35020834320.08847
-347.2302551992787,-35168322898.19698
-347.71657208331135,-35316224990.07141
-348.20288896734394,-35464541174.58479
-348.6892058513765,-35613272030.61026
-349.1755227354091,-35762418137.02086
-349.66183961944176,-35911980072.689705
-350.14815650347435,-36061958416.48984
-350.63447338750694,-36212353747.29435
-351.12079027153953,-36363166643.976326
-351.6071071555722,-36514397685.40887
-352.09342403960477,-36666047450.46501
-352.57974092363736,-36818116518.01786
-353.06605780766995,-36970605466.9405
-353.5523746917026,-37123514876.10601
-354.0386915757352,-37276845324.38745
-354.5250084597678,-37430597390.65792
-355.01132534380037,-37584771653.79048
-355.49764222783296,-37739368692.65825
-355.9839591118656,-37894389086.13428
-356.4702759958982,-38049833413.09164
-356.9565928799308,-38205702252.40343
-357.44290976396337,-38361996182.94272
-357.929226647996,-38518715783.58261
-358.4155435320286,-38675861633.196144
-358.9018604160612,-38833434310.656425
-359.3881773000938,-38991434394.83653
-359.87449418412643,-39149862464.60956
-360.360811068159,-39308719098.84855
-360.8471279521916,-39468004876.426605
-361.3334448362242,-39627720376.216805
-361.81976172025685,-39787866177.09224
-362.30607860428944,-39948442857.925964
-362.79239548832203,-40109450997.59108
-363.2787123723546,-40270891174.960655
-363.76502925638727,-40432763968.90779
-364.25134614041986,-40595069958.305534
-364.73766302445244,-40757809722.02698
-365.22397990848503,-40920983838.945206
-365.7102967925176,-41084592887.9333
-366.19661367655027,-41248637447.86435
-366.68293056058286,-41413118097.61142
-367.16924744461545,-41578035416.04759
-367.65556432864804,-41743389982.04592
-368.1418812126807,-41909182374.47956
-368.6281980967133,-42075413172.22151
-369.11451498074587,-42242082954.14489
-369.60083186477846,-42409192299.12277
-370.0871487488111,-42576741786.02826
-370.5734656328437,-42744731993.73438
-371.0597825168763,-42913163501.11426
-371.5460994009089,-43082036887.040955
-372.0324162849415,-43251352730.38758
-372.5187331689741,-43421111610.02715
-373.0050500530067,-43591314104.8328
-373.4913669370393,-43761960793.67759
-373.9776838210719,-43933052255.4346
-374.4640007051045,-44104589068.976944
-374.9503175891371,-44276571813.17764
